Dokuman_Numarasi,Tweet_Metni,Gercek_Duygu_Sinifi,Gercek_Urunhiz_Sinifi
D29437,evinize sipariş verecekseniz getir verin yemek sepetinden verdiğiniz sipariş 50lira getir uygulamasında indirimli restoran kategorisindeyse 30lira ödersiniz boşuna fazlaliraödemeyin arkadaşlar uygulamadan karşılaştırın sepet tutarını görürsünüz zaten,0,0
D29440,sadece kadınların anlayabileceği şeyler ederken evde teksen evde varmış yüksek sesle konuşmak takip edildiğini hissedersen telefonla konuşuyormuş arkadaki ayak seslerinden adamın niyetini çözmeye çalışmak 25kasımkadınasiddetehayır,2,2
D29443,gece acıkmalarımı napıcaz dakikate ettim yiyorum help me guyzz,2,2
D29444,yemek sepetinde siparişlerime bakarak iç geçiriyorum 2017 geldim resmen şekilde geçmişi yad ediyorum izmir üniversite yılları hasretimi sorgulamasın hayvan sipariş verip 20 lira ödüyomuşuz zamanlar kurgu yapmaya devam eqmeq parası,2,2
D29445,yemek sipariş ediyim işletmeci güzel nummeran varmış diyip gülmeye başladı numaram gerçekten çok güzeldir tedirgin etti götü titrek adamım,0,0
D29446,yemek sepetinden 10lira indirimle 20lira çiğköfte sipariş istersin sipariş alt sınıri 30lira,2,0
D29447,buz yemek yollayıp hatalarının farkında olup şekilde telafi edilmemesi çok üzdü mekan nusret kanyon sipariş edilen mesafe 5 km,0,1
D29448,gece gece ettirdi canı taco çekmişmiş aldım yemedi köpek,2,2
D29449,yemek sepetinin yaşadığım kasabaya sipariş getirmemesi canımı yakıyor,0,0
D29450,var var evde yapmam canım cekip yemem aklıma düşüp sipariş etmem gel gelelim merak duygumla yemek kültürüm savaştı yiyemedim deneyemedim,0,2
D29451,komagenede çalışan arkadaşıma yemek sepetinden sipariş veriyorumdur,2,2
D29452,bazı günler olur yemek istemezsin istemezsin başkası etse müthiş olur mesela çöp yemek istemezsin mecbur çöp yersin,0,2
D29453,nasıl makarna yemek yazık değil hamişleree yüzünüzden gecenin yarısı sipariş vermek zorunda kaldımm,1,2
D29454,bizim eve edicem derken çocukluk arkadaşımın evine sipariş verdim neysem arayım gideyim bari beraber oturup yeriz ,0,0
D29455,yemek yemek mersin çamlıbel şubenize gittim fiziken şubenize gittim sipariş verdim çalışan arkadaş telefon numarası istedi vermedim telefon nosu vermezsen sipariş veremezsin bak işe kimseye telefon numarası vermek zorunda değilim,0,0
D29456,imkanınız varsa müdavimi olduğunuz zordaki küçük işletmelere çok geç olmadan yarın omuz atın işe giderken uğrayın kahve alın saçınızı ay kez kestiriverin arkadaşlarınıza sürpriz yapıp restauranttan edin karşılık beklemeyin,1,2
D29457,nöbet kankilerim benden habersiz etmiş,1,2
D29459,yemeksepetinden tam içime sinen ediyorum bant kaydı iptal edilmiştir yaaaa,0,0
D29460,profilinde ye iyisini yazıyor lezzetli terbiyeli tavuk dün 10 sınıf boktan sipariş dandik yemek yedirdiniz bence insanlara yalan konuşmamayı öğrenmeniz gerek,0,1
D29461,kuryeyi yakışıklı gönderdiğiniz sürekli ediceğimi düşünüyorsanız çok doğru düşünüyorsunuz,1,0
D29462,yeri gezdim muğla yerde bulamadım çok aç insan olduğum dergiyi almak yemek paramdan kıstım sipariş ettim hafta bekledim,2,2
D29464,yıldızlı restorandan eder,2,2
D29465,abim etti bismillahirrahmanirrahim normalde git açlıktan sürün derdi,1,2
D29466,dışardan ettiğim zaman pepsi cola istiyorum 101 çip yüklensin,2,2
D29467,annemi üzmeden edebilirim,0,2
D29468,yemek yapmaya çok üşeniyorum dışarıdan hiçbir şey sipariş edemiyorum yere domuz eti offff gurbet çok kötüsün ağlıyorum,0,1
D29469,ablama etmiştim gruba fotoğrafını atmış benden tepki gelmeyince başıma geldi sanmış iş yerinden aradı,2,2
D29470,yemek siparis ediyim 3 dakika geldi makarna yesem azindan az uzulurdum,0,0
D29471,yemeksepeti iade konusunda anlık yemek sepeti cüzdan iadesi seçeneğide olmalı kullanıcılar mağdur olmamış olur hemde yemeksepeti iptal edilen siparişler kaybettiği sipariş sayısını aza indirmiş olur pratik fikire pc hediyeside süper olmaz,0,0
D29472,eve çıkarsam dışarıdan yerim düşünen yemek yapmayı öğrendim dışarıdan vermeyi unuttum,0,2
D29473,yeni yer açıldı burda burgercı uzmanlık alanım bakalım nasılmış sipariş verdim paylaşma sebebim yemek kültürü leş yemek sepeti yok yani,0,1
D29474,sergi kuruyorum çok yoğun sabahtan beri açım ettim abi vegan pide istiyorum sebzeli olsun hayvansal ürün olmasın abi peynir akıtıp yollamış çok sinirliyim,0,1
D29475,buketcim ablamlar süreçte ciddi mağduriyet yaşadı yemek masası sandalye ayna sipariş ettiler 6 ayda gelmedi şirket üst yönetimine ulaşmamamamamamamasak uzayacaktı,0,2
D29476,mağdurlardan biziz kelebek mobilya 6 ay sipariş verdiğimiz yemek masası ayna 4 sandalye araya yönetim kurulu başkanı ihracatçı birlikleri başkanı girmeden teslim edilmedi maalesef şikayetvar 10 binlerce mağdur var,0,2
D29477,yemek sipariş ettiğimde motokurye sesi heyecanlandırır,1,0
D29478,arkadaslarimla yemek siparis vermek icin yanlislikla arda acarı aramisiz rezil olmamistik,0,2
D29479,yemek sepetinde 10tl yemegi 11tl yaptiklari icin haftadir boykot ediyorum 10tl yapmadilar mecbur siparis edicez artik,1,0
D29480,sen yemek sepetinden sipariş verirsin cenazene naninos gelir çünkü,2,2
D29481,yemek sepeti sipariş verirken son 20dakika verilmiş 1siparişiniz devam istiyor sordu evt war yemek sepeti bully,2,0
D29482,cafeler lokantalar kapalı yeme içme yasak okul bahçelerinde sipariş veriliyor oralarda banklarda yemek yeniliyor sosyal mesafe ye uyulmuyor uymadıkları çevreyi kirletiyorlar,0,2
D29483,yemeksepetinde ille canlı dsteğe bağlanıcam siparişimin gelmesi kerede getirin amına koyim 1 dakikate 1 yemek getiremiyosanız sipariş veriyomki yürüyüp alı pgelsem 20 30 dakika sürüyo zaten,0,0
D29484,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29485,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29486,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29487,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29488,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29489,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29490,sözelciler ederse,2,2
D29492,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29493,ay canım deli gibi vej burger çekiyo 3 adet patlatırım evde yemek olduğu çok kötü hissedicem yüzden sipariş vermiyom,0,2
D29494,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29495,oturduğum konumye özel sonuçlardan seçtiğim konumye sipariş yok diyerek yarım dakika haber verilen kaçıncı sipariş sayamadım  yemek sepeti reklamdan ibaretsiniz icraate gelince telefonda radyo dinletin millete yemeksepeti,0,0
D29496,yemek gelince ayaga kalkmak zorunda kalirim siparis vermiyorum,0,2
D29497,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29498,dur napion şurda aç oturyom bari ediyim,2,2
D29499,dün diyet çorba yaptım gündür yiyip doymayıp eve ediyorum akıllanmam ben,0,2
D29500,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,2
D29501,callcenter birazdan siparişiniz elinize ulaşacak kısa süre 1 5 dakika yemek siparişi bekledim neyi inceleyeceksiniz şimdi sipariş verdim 1 dakika oldu bekliyorum kontrol azıcık,0,0
D29502,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29503,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29504,tam evde yemek yok sipariş versem kara kara düşünürken üst komşu ölmüş sağolsun,0,2
D29505,tam evde yemek yok sipariş versem kara kara düşünürken üst komşu ölmüş sağolsun,0,2
D29506,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29507,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29508,tam evde yemek yok sipariş versem kara kara düşünürken üst komşu ölmüş sağolsun,0,2
D29509,tam evde yemek yok sipariş versem kara kara düşünürken üst komşu ölmüş sağolsun,0,2
D29510,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiy,0,1
D29511,değerli hocam yemek yapılırken israf çok israf tüketilirken insanlar tüketim hırsı yiyeceğinden fazla sipariş yemiyor sohbet ederken oyuncak görüyor,0,2
D29513,rüyamda teknede kırmızı ışıkta bekliyorduk marketten karides sipariş ettik denize açılınca yemek için,2,2
D29514,yaptigin hicbir sey alfayim konuda yemek sepeti cuzdanimda 5lira varmis alsam alsam kola aldim 10 dakika oldu siparis hazirlaniyor diyordu canli destege baglandim iptal edilmesi icin arada aksam 12 1 falandi,0,2
D29515,karnını zor doyuran dışarıdan evde yemek ucuz dışardan yemek söyleyip param yok karnımı zor doyuruyorum diyen yalan söyler,0,2
D29516,an korenin yemek siparis sistemine ihtiycm sistem onemli deil icinde yemekler vardı,2,2
D29517,geçenlerde pizza sipariş ettim kutuyu açtım restoranı aradım 1dilim yemişsiniz sanırım pizzamdan yenisini istemiyorum yaptığınızı sormak istedim pizzamı yemenize gerek yoktu pizzacısınız pizza vardır sizde yemek isterseniz dedim,0,1
D29518,zor günlerde etmeyin marketlere gitmeyin yiyecek içecek dışında online sipariş vermeyin çalışan gençlere patron hükümetliravermemek çalışmalarına izin veriyor sizler hazır yemek yiyip alışveriş zevkiniz gençler evinde kalamıyor,0,0
D29519,yemek sepetinden sipariş verdim gelene ölmem açlıktan,2,2
D29520,bahşiş vermeyi sevmem gece vakti ettiysem mutlaka bahşiş veririm kuryelere allah yardimcilari olsun kis gecelerinde kurye yağmur kaldırımda yemek yiyor,0,0
D29521,almanyada türkiyedeki istediğin dakikade dışardan yemek siparişi veremiyorsun dün öğrendim istediğin dakikade dışardan nargileni hazır şekilde sipariş verebiliyorsun,0,1
D29522,bebekte waffle yemek isterseniz yolun karşısına gecip dükkanı arayarak sipariş vermeniz gerekiyor yaşıyoruz biz,0,2
D29523,bebekte waffle yemek isterseniz yolun karşısına gecip dükkanı arayarak sipariş vermeniz gerekiyor yaşıyoruz biz,0,2
D29524,karantina ac kaldik yemek sepetine grip sipariş versen nasil fikir,2,2
D29525,yemek sepeti siparişten komisyon alıyor uygulama üzerinden değil telefonla sipariş verirseniz restoran güzel olur,0,0
D29526,dışarıdan etmekten nefret ediyorum ekmek peynir yerim iyi soğuyor iyi olmuyor,0,1
D29527,oldum olası yemek sepetleri sipariş almaya durdum yasaklar emperyalist sisteme mahkum etti,0,2
D29528,paket verirken dostta rastlamak,2,2
D29529,bazen linc yemek isteyenler ozellikle siparis verio asli bayan sunu alintila linc yiyim diolar pamuk kalpliyim kabul ediorum cennetlik,2,2
D29530,paket verirken dostta rastlamak,2,2
D29531,yemek sepetinden mutluluk sipariş edebiliyor,2,2
D29533,yemek sepetinden sipariş istediğimde covid olduğum kapıya bırakılsın seçeneğini işaretliyordum bugün zile basilsin istedim kelle-paça ayak çorbası getiren abi iyileştin mutlu oldum hasta olduğumu anlamışlar,1,0
D29534,yemek sevgili getir az yemek siparisi vereyim 51lira tuttu %40 indirim hoop indirim yapildi cok guzel uyarı neymiş indirim sonrasi siparişim 50lira altinda oldugu siparis gelmiyormuş hayda 2 menü söylemek zorunda bırakıyorsunuz,0,0
D29536,yemek sepeti yakın tatlıcıdan online sipariş bişe yani,2,2
D29537,paket verirken dostta rastlamak,2,2
D29539,abi haberleri izliyorum adam yemeğini eve servis söylüyör aldıktan çıkıp sipariş ettiği mekana gidip yerde yiyiyor çok zor evde yemek evdekal bizevdeyiz yasaklar korona,2,2
D29541,paket verirken dostta rastlamak,2,2
D29542,yemek sepetinde indirim vardır tepede oturduğum min 50 liralık sipariş edebiliyorumdur,0,0
D29543,internetten edince camlarda bekliyorum motokurye sesi duyunca kulaklarım dikeliyor geçen saniye açlıktan öleceğimi zannediyorum yemeksepeti maymun,2,0
D29544,madem avm açık paket servisi olan yerlerden edip avmde yiyin avmler değil gariban esnaf kazansın,0,0
D29545,son 1 dakika yemeksepetinden 6 yemek siparişi verdim 5 iptal edildi  4 telefon numarasının güncel olmadığından güncel olmasına sipariş ettiğim restoranın konumime çok uzak olduğundan iptal edildi gel şimdi kafayı yeme,0,0
D29546,evden çalışma durumu ay sürecek belli yemek takımının sandalyesinde çalışmaktan 1 haftadır bel ağrısı çekiyorum ortopedik ofis sandalyesi önerebilecek olan internetten sipariş edeceğim tavsiye üzerine alırsam garanti olur,2,2
D29547,marketten alışveriş yapıp pizzanızı yapacağınıza pizza sipariş verin restoranlardan verin zamanlarda esnafa destek olmalıyız,1,0
D29548,dışarıdan yemek ucuza geliyor gün kampanya sipariş indirim kodu online olarak 113lira indirim gıda alışverişi yaptım kendime vali kebabı söyledim 43lira kardayım sürekli alkol alanları bende anlamıyorum kampanyası yok,1,0
D29549,millette mal harbi gidin evinizde yiyin yemeğinizi avmde yerde yemek arkadaş çalşıyorsanda çalştığın yere sipariş ver cehalet şey,0,2
D29550,yemek sepetinde restorandan siparis vericem minimum 10 lira diyo sey 25 liradan basliyo sinirin amaci 10 liralik poset soylucem,0,0
D29551,ingiliz adamın amazon play station 5 sipariş ediyo kutudan türk markasıyla 5 kilo bulgur çıkıyo türkle,2,2
D29553,annemle evde yemek yemiyorum tartıştık sinirlenip yemekleri sarımsaklı yapmış mecbur dışardan sipariş vericem,0,2
D29554,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29555,ders pc başına geçtim an ediyorum,1,2
D29556,yemek sipariş etme hastalığına yakalandım,0,2
D29557,sipariş yetiştiriyorum temizlik yapiyorum yemek yapiyorum kedi poku temizliyorum çamaşır asıyorum ūtū yapcem gel hallet sūrekli öberim söz,2,2
D29558,menüye bakıp fiyatlarını aklinda tutup sipariş yemek yedikten hesabı ödemek kalktığında isteğiyle parayı tam uzatması zeki dikkatli matematik zekası vardır derim,2,2
D29559,yemek sepetinin restorantlardan aldigi bedelin %8 %26 ciktigi dogru bilen eger dogruysa cok yazik direk restoranttan siparis veririm,0,0
D29560,yazık hadi memleketten uzaktayım olduğum yerde çiğköfteyi bilmezler an yemek sepetinden sipariş etmiş olman lazımdı,2,2
D29561,her günde burger sipariş ediyorum hattın ucundaki adam kesin mqaınakıdusm evde yemek pişmiyo diyordur yemin edebilirim buna,2,2
D29562,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,2,2
D29563,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,2,2
D29565,tünaydınlar sabah 09 beri dışarıdayım işler güçler 1 çay içebildim girip yemek yemekte yasak yeni geldim telefonla sipariş verdik gelince yiyeceğiz artık,2,2
D29566,salata yedim jimin jungkook etmişti onlarla otururken yedim namjoon  jimin jungkook'un gitmelerini söylediğim üzgünüm üzgün minnettar olduğumu söylemek istiyorum,2,2
D29567,yemek kurye hizmeti veren uygulamalar %33-%35 kdv komisyon alıyor süreç belirsiz motokurye almak pahalı sigorta benzin bakım giderleri yüksek adet alacaksın paketleme ürünlerinin maliyeti sipariş başına mim 3 5 lira arası değişiyor şahane günler,0,0
D29568,cmt pazar hafta sonu % 50 indirimli getirden yiyiyorum lokantalar 30lira 40lira %50 indirim sagliyor eger evde 2 3 kisi iseniz soyleyeceginiz yemek 30lira asacagindan dolayi tek tek uygulamasından siparis ederse avantajli bilginiz olsun,1,0
D29569,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29570,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29571,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29572,hâlâ kanka versen oluyor tek mesele karnı doyması,2,2
D29573,öğlen yemeği evden zeytinyağlı getirmek gt dakika yaklaştıkça elin yemek sepeti burger menülerine gitmesi gt sipariş gt kapalı,1,1
D29574,yemek sepetinden sipariş vermek insanı yoran çok az abicim alt tarafı edeceğim 1 dakikatir sepet tutarı ayarlamaya çalışıyorum adam gelmiş 0 10lira eksik uyarı veriyor yapayım yok yok,0,0
D29575,2 yıldır yemek sepeti kullanıyordum kadiköyde oturuyorum artik çevremi sızın konunuz uyarıp sipariş vermek yok asla,0,2
D29576,gerçekten geri zekalıyız avm yemek masası kalkmış sipariş verenler yerlerde yanyama karşıya oturup yemek yemiş gerçekten tip insanlarla yol alamayız restoranlar kapansın işe gitmek zorunda olana şirketler yemek çıkarsın çalışanlar evden yemek götürsün,2,2
D29577,türkiyeinsanların yoğun günlerinden sıyrılmasını sağlayıp kaliteli zaman geçirmesini sağlayan araçlardan devlet eliyle uzaklaştırılıyor insanlardan telefon almak oyun oynamak sevdiğiniz insanlarla geçirmek lüks edildi,1,2
D29578,youtube 12 yemek videolarına erişim engeli getirmeli kebap sipariş vermemek uyuyorum iyi geceler,2,2
D29579,sipariş yemek alanı mesafeliydi abuk subuk uygulama heleki avmlerde avm komple kapatın metrobüsü komple iptal edin zaman,0,2
D29580,vallahı adamlar günlüğüne toplantıya geldi adamların burnundan fitil fitil geldi ülkelirakazanaca,0,2
D29581,vallahı adamlar günlüğüne toplantıya geldi adamların burnundan fitil fitil geldi ülkelirakazanacak adamlar sipariş verecek paralarla rezil oluyorlar insan dakikalerce  aç kalabilir kalıyor maalesef içerde yemek yasak yemek yasak,0,0
D29582,ingiliz adamın amazon play station 5 sipariş ediyo kutudan türk markasıyla 5 kilo bulgur çıkıyo türkler adamı bulup bulgurla yapılır anlatıyo yorumlarda pilavlar kısırlar envai çeşit yemek velhasıl adam akşama içli köfte yiyecekmiş ayran,2,2
D29583,hayır 8 sınıflar 12 sınıfların sosyal mesafisini koruma ihtimalleri yok corona olan sınıfta mesafeni korusan olacak 4 5 ay evde kaldım  dışarıdan ediyordum tahmin et oldum corona 4 ay çıkmama geliyor lanet şey,0,2
D29584,yemek yerken gordum tivitini olm aciken kisa zamanda sarmayka doner yemem lazm anneme soylicem sarma yapsin guzel annem sonrada doner siparis ederim ay suan olmasini istiyorum bunlarin,1,2
D29585,telefona gelip çok askıda pizza öneren yemek sepetinden sipariş verip ihtiyacı,2,2
D29586,yemek sipariş edip kuryeden rica et abi sürekli yapıyorum seviliyosun lt 3,1,0
D29587,çorap edecek noktaya ara geldik,2,2
D29588,telefona gelip çok askıda pizza öneren yemek sepetinden sipariş verip ihtiyacı,2,2
D29589,telefona gelip çok askıda pizza öneren yemek sepetinden sipariş verip ihtiyacı,2,2
D29590,telefona gelip çok askıda pizza öneren yemek sepetinden sipariş verip ihtiyacı,2,2
D29591,telefona gelip çok askıda pizza öneren yemek sepetinden sipariş verip ihtiyacı,2,2
D29592,telefona gelip çok askıda pizza öneren yemek sepetinden sipariş verip ihtiyacı,2,2
D29593,telefona gelip çok askıda pizza öneren yemek sepetinden sipariş verip ihtiyacı,2,2
D29594,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29595,bu dakikate zalım,2,2
D29596,nasıl yapıldığını bilmediğim yemek yemeyi özledim filmlerde restoranda sipariş verilen sahneler pandemi melankolisini tetikliyor,1,2
D29597,nöbetin kuralı nöbet etmektir,1,2
D29598,bunlara evde durma çık sakın evde yemek yapma sipariş ver diyeceksin zaman evlerinden çıkmazlar,2,2
D29599,telefona gelip çok askıda pizza öneren yemek sepetinden sipariş verip ihtiyacı olana verin diyen oldu parasını alıp karşılığını verememekten korkuyoruz yarın sipariş verin diyen güvenimizi boşa çıkarmayan bilgin gökberk eyvallah,2,2
D29600,evde yemek yapamayan eve sipariş veriyor ablacım güruh,0,2
D29601,eve sipariş yemek söylüyorsanız bahşiş vermeye gayret edin alışveriş yaparken emekçilere nazik kibar olun,1,0
D29602,evde yemek olduğu halde çocuklar restaurantlara küçük olsa katkıda bulunmak dışardan sipariş verdiler kalsa güvenli değil lahmacundan tatlıya sıfır kalite sıfır lezzet müşteri az bari düzgün yapın gidişle paket servis yapamayacaksınız,0,1
D29603,dualarımız sizinle başkanım keşke konumda otursaydım yemek yapmazdım yemek masraflı,2,0
D29604,evine gider yakındaki yerden sipariş verirsin bugün yarim dakika eve getiremeyeceğin yemek yok biliyorum,2,0
D29605,dualarımız sizinle başkanım keşke konumda otursaydım yemek yapmazdım yemek masraflı fiyatlar çok ucuz lezzetli omayra cafeden sipariş vermeye bekliyoruz,1,0
D29606,yemek sepetinden nöbetçi çalışanlara sipariş vermek isteriz karantina zamanları fenerbahçe tarafına servis var,1,2
D29607,valla gıtmıyordum yokluğunu eksıklıgını hissetmedim yerde yemek gorgusuzlugu restoranlar heryer acık sıparıs et evinde insan gibi yeee nedir,0,0
D29608,amaç paket servis evde yemek istemiyorsan istersin gelir yemek olsa konumle esnafı zor durumda sipariş veriyorum eylemin amacı olmalı esnafa yardım olabilir,1,0
D29609,avm çalışanların duruma düşüreceğini sanmıyorum mutlaka yemek yemekkonumyaratırlar gezmeye gidenler açsınız sanırsın evsizlere gıda yardımı yapılmış sipariş verseniz eve geliyor aylardır gez gez bitirmediniz mağazaları inanılmaz,2,2
D29610,salgın almış başını gitmiş yere oturarak yemek yeme çok hijyenik süper akıl allah akıl fikir versin kapatılıp insanlar işinden olunca sorumlusu sorumsuzlardir otur evine sipariş ver al git rezillik,0,0
D29611,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29612,neyin hırsı illa dısardan yemek yiceksen eve siparis et varosluk,0,2
D29613,pizza malzemeleri 150lira tuttu hamuru yaparken acıktım yemek yedim pizza yarına kaldı venedik sipariş verseydim 3 adet dana carpaccio pizza yerdim evde yemek pahalı oldu devran dönüyo,2,0
D29614,keresinde yemek randevum vardı süper yere götüreceğim deyip kebapçı soluğu aldık garibim çekinmiş diyememiş son dakika sipariş verirken söyledi söylesen suşi yemeye gidebilirdik,2,2
D29615,avmde yerde yemek yersiniz hasadetde yer kalmayınca yerde yatmassınız eve sipariş ver iş sipariş ver avm gidip yerde yiyecek acından ölmessin korkma,0,2
D29616,üstüneliraverseler orda oturup yemem mis evde yemek varken sipariş 30 dakika geliyor yok korona olsun cidden üzülmüyorum kimseye,2,0
D29617,fıratıduyanyokmu tarifiyok hasadet yemekleri yenmiyor 5 gün hasadetde olunca akşam dışardan yemek,2,2
D29618,fıratıduyanyokmu tarifiyok hasadet yemekleri yenmiyor 5 gün hasadetde olunca akşam dışardan yemek,2,2
D29619,kapıya gelip yiyecek içecek asanlar edip gönderenler covid olup neler yaşadıklarını anlatanlar ufak yardımını esirgemeyen acı tecrübesini paylaşan minnettarım iyi varsınız,1,2
D29620,fıratıduyanyokmu tarifiyok hasadet yemekleri yenmiyor 5 gün hasadetde olunca akşam dışardan yemek,2,2
D29621,fıratıduyanyokmu tarifiyok hasadet yemekleri yenmiyor 5 gün hasadetde olunca akşam dışardan yemek siparis edecegiz 3 vardiyaya geldiğimiz yetmiyormuşliravercez,2,2
D29622,ankaraya uçakla gitsem yurdumdan montlarımı alsam otursam lokantaya yemek yesem kahve içip uçakla izmire dönsem internetten mont sipariş edeceğim fiyattan ucuza kapatıyorum hesabı aq fiyatlar böyle,0,2
D29623,sipariş verdim bekliyorum içeride yemek yasakmış ceza yemeyelim,2,2
D29624,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29625,evine ekmek götüremeyen insanlar açlıktan öldünüz alıp paketinizi gidin evinizde istediğiniz yiyebilirsiniz? telefondan sipariş herkesin ayağıyla bastığı virüsün mikrobun bol olduğu yerlerde yemek yemekte ayrı konu,0,2
D29626,yemek getir uygulaması olur olsun kullanmayın kan ağlayan yemek sektörünün karlarını çalan kalitesiz,0,0
D29627,rakibin yok istedigin davraniyorsun yemek gec gelir soguk gelir umrunda degil buyuk burgercilere söz söliyemiyorsun gücün kücüklere yetiyor nevzat 1 dakika 10 dakika oldu siparis gelmedi,0,0
D29628,19 28 ettim 19 42 eve geldi zeka dolu hamle,2,2
D29629,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29630,1 dakika oldu siparis yok gelmiyor yogunluk bahanesini kabul etmiyorum olacaği belliydi tedbir alacaksin geneldede yemek soguk gelir yaptiginiz işin hakkini yeremiyorsunuz,0,1
D29631,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29633,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29634,yemek sipariş ettik yasağa 10dakika kala getirdiler napıcaz kuryeyi içeri alıcaz şimdi,2,2
D29636,yoğurtlu adana kebap sipariş ettim yemek sepetinden bedava patates kızartması irimik helvası hediyesi vardı layık takipçi değilim abi  ,1,1
D29638,yemek getir uygulaması olur olsun kullanmayın kan ağlayan yemek sektörünün karlarını çalan kalitesiz,0,0
D29639,canım tatlı istedi yemek sepetinden sipariş verdim 45 dakikadır yolda lan yerden yere fazla 15 dakikada gidiyorsun şehirde 45 dakika nedir,0,0
D29640,paket servis mekanları açık eve iş sipariş verilebilsin burda alıpta pis pis yerlerde yemek yemenin kanunla sistemler alakası var,2,0
D29641,yemek getir uygulaması olur olsun kullanmayın kan ağlayan yemek sektörünün karlarını çalan kalitesiz,0,0
D29642,hangi yemek getir uygulaması olur olsun kullanmayın kan ağlayan yemek sektörünün karlarını çalan kalitesiz uygulamaları ihya etmeyin dünya komisyonu haraç ödemeyin direk yemekcilerden sipariş verip esnafa can suyu olun,0,0
D29643,evinize sipariş verin getirsinler rahat rahat ye insanların ayak bastığı yere oturup yemek yiyor koca koca insanlar resmen rezillik,0,2
D29644,arkadaşlar ettik geldi napalım,2,2
D29645,madem avm açık paket servisi olan yerlerden edip avm yiyin avm değil gariban esnaf kazansın,1,0
D29646,türk milletinin avm sevdası restoranlarda oturacak yer yok edip yerde yemek yiyorlar hakikaten aziz nesin çok haklıymış,1,2
D29647,parkın ortasında kafem oturarak yemek içmek yasaklanınca insanlar cafedeki masalarda oturmak parktaki banklarda oturup bizden sipariş veriyorlar,2,2
D29648,aptallar çok yemek istiyor san eve sipariş et yere koymuşlar tam dayaklık millet,2,2
D29649,yemek sepeti sipariş getirirse yaşamak tam göre işi skype yapmam lazım tabi,2,2
D29650,arada platformları üzerinden dropshipping yapabilirsiniz basit ticaret trick beraber çok alakasız yapıdan monetize etme şansınız var,2,2
D29651,kitap siparişi alsanız yeni çıkan beklenen onca kitap yok seven insandan ufak site yapsın sipariş yemek kitap,2,2
D29652,yemek sipariş platformlarını entegrasyon kullanarak restoranların kurye maliyetlerini minimize edebileceği sistem açığı meraklısı olursa özelden anlatırım dropshipping bilenler çoktan anlamıştır,2,0
